bnf_name,bnf_code,dose_per_unit,quantity,total_ome
Fentanyl_Nsl Spy 100mcg/0.1ml Ud (6D),0407020A0AABRBR,0.6,753.0,72288.0
Co-codamol 30mg/500mg tablets,0407010F0AAAHAH,30.0,4226238086.0,12678714258.0
Co-codamol 8mg/500mg tablets,0407010F0AAAAAA,8.0,1896242734.0,1516994187.2
Marol 100mg modified-release tablets (Teva),040702040BNAFAC,100.0,70084440.0,700844400.0
Tapentadol 250mg modified-release tablets,0407020AGAAAGAG,250.0,1686992.0,168699200.0
Durogesic DTrans 75micrograms/hour transdermal patches,0407020A0BBAKAG,5.4,1023201.0,552528540.0
Zytram SR 200mg tablets,040702040BVADAE,200.0,8770.0,175400.0
Bunov 20micrograms/hour transdermal patches,0407020B0BUACAJ,3.36,87061.0,29252496.0
Maneo 200mg modified-release tablets,040702040BUACAE,200.0,45825.0,916500.0
Mylafent 50micrograms/hour transdermal patches,0407020A0BUACAF,3.6,1210.0,435600.0
Morphine sulfate 100mg suppositories,0407020Q0AABPBP,100.0,359.0,35900.0
Dolocodon PR 10mg tablets,0407020ADBIADAF,10.0,56.0,1120.0
Zapain_Capl 30mg/500mg,0407010F0BSAAAH,30.0,155990996.0,467972988.0
Oxycodone HCl_Tab 30mg M/R,0407020ADAAARAR,30.0,2103381.0,126202860.0
Morph Sulph_Cap 150mg M/R,0407020Q0AADWDW,150.0,106940.0,16041000.0
Mst Continus_Tab 5mg,0407020Q0BBAKCG,5.0,6687955.0,33439775.0
Zydol XL_Tab 150mg,040702040BBAGAD,150.0,47471.0,712065.0
Morph Sulf_Cap 60mg M/R,0407020Q0AAEHEH,60.0,654180.0,39250800.0
Abstral_Tab Sublingual 600mcg,0407020A0BJAEBA,0.6,38813.0,3027414.0
Fentanyl_Nsl Spy 200mcg (20D),0407020A0AABMBM,4.0,2786.0,1783040.0
Morph Sulf_Cap 120mg M/R,0407020Q0AADVDV,120.0,36564.0,4387680.0
Morph Sulph_Oral Soln 10mg/5ml Udv S/F,0407020Q0AACSCS,10.0,1103.0,11030.0
Synastone_Inj 25mg/ml 2ml Amp,0407020M0BCACA6,50.0,1017.0,152550.0
Minjet_Morph Sulph 1mg/ml 10ml Pfs,0407020Q0BEABFJ,300.0,49.0,29400.0
Morcap SR_Cap 100mg,0407020Q0BJACEB,100.0,90.0,9000.0
Morph Sulf_Liq Spec 2mg/5ml,0407020Q0AAFFFF,0.4,50.0,20.0
Butec 20micrograms/hour transdermal patches,0407020B0BHACAJ,3.36,4389499.0,1474871664.0
Morphgesic SR 30mg tablets,0407020Q0BNABAL,30.0,7138127.0,214143810.0
Tramadol 50mg modified-release tablets,040702040AAAYAY,50.0,32989359.0,164946795.0
Longtec 5mg modified-release tablets,0407020ADBEAAAK,5.0,20573540.0,205735400.0
OxyContin 10mg modified-release tablets,0407020ADBCAAAF,10.0,11951048.0,239020960.0
Yemex 100micrograms/hour transdermal patches,0407020A0BVAEAH,7.2,15143.0,10902960.0
Relevtec 35micrograms/hour transdermal patches,0407020B0BPAAAE,3.36,39613.0,13309968.0
Tramadol 150mg modified-release capsules,040702040AAAIAI,150.0,11290257.0,169353855.0
Durogesic DTrans 50micrograms/hour transdermal patches,0407020A0BBAJAF,3.6,1807890.0,650840400.0
Fentalis Reservoir 50micrograms/hour transdermal patches,0407020A0BGABAF,3.6,26225.0,9441000.0
Tramadol 100mg/2ml solution for injection ampoules,040702040AAABAB,100.0,105283.0,1052830.0
Codeine 60mg/1ml solution for injection ampoules,0407020C0AAAAAA,60.0,8881.0,53286.0
Diamorph HCl_Liq Spec 50mg/5ml,0407020K0AADGDG,10.0,50.0,500.0
Zamadol 100mg/2ml solution for injection ampoules,040702040BDAFAB,100.0,655.0,6550.0
Filnarine SR 200mg tablets,0407020Q0BMAEAG,200.0,2780.0,556000.0
Morphine 0.1% gel,0407020Q0AAFSFS,,280.0,
Co-Codamol_Cap 8mg/500mg,0407010F0AAABAB,8.0,99286493.0,79429194.4
Oxycodone HCl_Cap 10mg,0407020ADAAADAD,10.0,16208420.0,324168400.0
Oxycodone HCl_Oral Soln 5mg/5ml S/F,0407020ADAAAAAA,1.0,81024745.0,162049490.0
Zamadol Melt_Orodisper Tab 50mg,040702040BDAGAT,50.0,247668.0,1238340.0
Oxycodone HCl/NaloxoneHCl_Tab 20/10mgM/R,0407020AFAAABAB,20.0,2735135.0,109405400.0
Mst Continus_Susp Gran Sach 200mg,0407020Q0BBAJDE,200.0,13114.0,2622800.0
Diamorph HCl_Inj 100mg Vl (Dry),0407020K0AAEHEH,100.0,8957.0,2687100.0
Morph Sulf_Suppos 20mg,0407020Q0AACRCR,20.0,538.0,10760.0
Methadone HCl_Cap 10mg,0407020M0AAAKAK,10.0,648.0,19440.0
Dihydrocodeine 30mg tablets,0407020G0AAACAC,30.0,934069860.0,2802209580.0
Morphgesic SR 10mg tablets,0407020Q0BNAAAK,10.0,9983692.0,99836920.0
MXL 200mg capsules,0407020Q0BIAFEI,200.0,437486.0,87497200.0
Zydol XL 200mg tablets,040702040BBAHAE,200.0,174375.0,3487500.0
DF 118 Forte 40mg tablets,0407020G0BCADAI,40.0,1052912.0,4211648.0
Oxylan 20mg modified-release tablets (Chanelle Medical),0407020ADBFACAG,20.0,100447.0,4017880.0
Durogesic 25micrograms transdermal patches,0407020A0BBAAAE,1.8,782.0,140760.0
Paracodol 8mg/500mg effervescent tablets,0407010F0BBABAC,8.0,484.0,387.2
Morphine sulfate 2mg/5ml oral solution,0407020Q0AAFFFF,0.4,1420.0,568.0
Buprenorphine_Tab Subling 400mcg S/F,0407020B0AAADAD,0.4,6938796.0,166531104.0
Diamorph HCl_Inj 100mg Amp,0407020K0AAAFAF,100.0,537529.0,161258700.0
Pentazocine HCl_Cap 50mg,0407020T0AAAAAA,50.0,831981.0,15391648.5
Actiq_Loz 200mcg,0407020A0BCAAAI,0.2,101268.0,2025360.0
Fentanyl_Tab Sublingual 200mcg S/F,0407020A0AAAXAX,0.2,226887.0,5899062.0
Osmanil_Transdermal Patch 12mcg/hr,0407020A0BLAEAU,0.864,5563.0,480643.2
Tapentadol HCl_Tab 50mg,0407020AGAAAAAA,50.0,1009058.0,20181160.0
Hydromorphone HCl_Cap 24mg M/R,040702050AAABAB,24.0,118614.0,14233680.0
Marol_Tab 200mg M/R,040702040BNACAE,200.0,2253700.0,45074000.0
Tapentadol HCl_Tab 250mg M/R,0407020AGAAAGAG,250.0,108205.0,10820500.0
Methadone HCl_Inj 10mg/ml 3.5ml Amp,0407020M0AAATAT,35.0,36231.0,3804255.0
Morph Sulph_Inj 50mg/50ml Vl,0407020Q0AAENEN,50.0,221.0,22100.0
Physeptone_Inj 10mg/ml 3.5ml Amp,0407020M0BBADAT,35.0,42.0,4410.0
Butec 5micrograms/hour transdermal patches,0407020B0BHAAAH,0.84,7599230.0,638335320.0
Pethidine 100mg/2ml solution for injection ampoules,0407020V0AAAEAE,100.0,163935.0,3934440.0
OxyNorm 5mg capsules,0407020ADBBACAC,5.0,11742935.0,117429350.0
Durogesic DTrans 100micrograms/hour transdermal patches,0407020A0BBALAH,7.2,1643125.0,1183050000.0
Temgesic 400microgram sublingual tablets,0407020B0BBADAD,0.4,2492257.0,59814168.0
Fentanyl 400microgram sublingual tablets sugar free,0407020A0AAAZAZ,0.4,129418.0,6729736.0
Hydromorphone 4mg modified-release capsules,040702050AAAGAG,4.0,436551.0,8731020.0
Fentanyl 600microgram buccal tablets sugar free,0407020A0AABFBF,0.6,94538.0,7373964.0
Methadone hydrochloride powder,0407020M0AAAFAF,,422214.4199999998,
Fentanyl 200microgram buccal films sugar free,0407020A0AABTBT,0.2,3348.0,120528.0
Diamorphine 25mg/5ml oral solution,0407020K0AADJDJ,5.0,200.0,1000.0
Morphine (Opium tincture) 10mg/ml oral drops sugar free,0407020W0AAAAAA,,75.0,
Tramadol HCl_Cap 50mg M/R,040702040AAAGAG,50.0,32205797.0,161028985.0
Co-Codamol_Tab 12.8mg/500mg,0407010F0AAAPAP,12.8,1947866.0,2493268.48
Fentanyl_Loz 600mcg,0407020A0AAAKAK,0.6,301820.0,18109200.0
Fentanyl_Tab Sublingual 100mcg S/F,0407020A0AAAWAW,0.1,250973.0,3262649.0
Co-Dydramol_Liq Spec 10mg/500mg/5ml,0407010N0AAACAC,2.0,442856.0,88571.2
Maxitram SR_Cap 150mg,040702040BPACAI,150.0,274129.0,4111935.0
Mst Continus_Susp Gran Sach 60mg,0407020Q0BBAHDC,60.0,116282.0,6976920.0
Palladone-SR_Cap 2mg,040702050BBACAF,2.0,92071.0,920710.0
Fentanyl 50micrograms/hour transdermal patches,0407020A0AAAFAF,3.6,3186391.0,1147100760.0
Reltebon 40mg modified-release tablets,0407020ADBKADAH,40.0,1393700.0,111496000.0
Panitaz 20micrograms/hour transdermal patches,0407020B0BLACAJ,3.36,24356.0,8183616.0
Meptazinol 100mg/1ml solution for injection ampoules,0407020L0AAAAAA,100.0,2598.0,7794.0
PecFent 100micrograms/dose nasal spray,0407020A0BPAABJ,1.0,86319.0,13811040.0
Instanyl 50micrograms/dose nasal spray,0407020A0BNAIBS,0.6,427.0,40992.0
Co-dydramol 7.46mg/500mg effervescent tablets sugar free,0407010N0AAAKAK,7.46,3918.0,2922.83
Morph Sulf_Oral Soln 10mg/5ml,0407020Q0AACNCN,2.0,181566564.0,363133128.0
Sevredol_Tab 20mg,0407020Q0BHADCE,20.0,5224368.0,104487360.0
Meptid_Inj 100mg/ml 1ml Amp,0407020L0BBABAA,100.0,2803.0,8409.0
Zamadol 24hr_Tab 400mg,040702040BDAKAN,400.0,72691.0,2907640.0
Palexia_SR Tab 50mg,0407020AGBBACAC,50.0,143966.0,2879320.0
Oxycodone HCl_Tab 120mg M/R,0407020ADAAAPAP,120.0,430600.0,103344000.0
Diamorph HCl_Reefer 100mg,0407020K0AABCBC,100.0,2544.0,254400.0
Morph Sulph_Suppos 5mg,0407020Q0AABJBJ,5.0,134.0,670.0
Morph Sulph_Liq Spec 50mg/5ml,0407020Q0AADKDK,10.0,300.0,3000.0
Remedeine Forte tablets,0407010N0BGABAI,30.0,23690252.0,71070756.0
Victanyl 100micrograms/hour transdermal patches,0407020A0BMADAH,7.2,20766.0,14951520.0
Matrifen 100micrograms/hour transdermal patches,0407020A0BEAEAH,7.2,2448926.0,1763226720.0
Morphine 120mg modified-release capsules,0407020Q0AADVDV,120.0,269744.0,32369280.0
Fencino 75micrograms/hour transdermal patches,0407020A0BQADAG,5.4,954374.0,515361960.0
Maxitram SR 200mg capsules,040702040BPADAJ,200.0,1643154.0,32863080.0
Morphine tartrate 10mg/1ml / Cyclizine tartrate 50mg inj amp,040702020AAAAAA,10.0,8796.0,175920.0
Hapoctasin 70micrograms/hour transdermal patches,0407020B0BGACAG,6.72,64491.0,43337952.0
Diamorphine 5mg powder for solution for injection vials,0407020K0AAEFEF,5.0,35644.0,534660.0
Marol 200mg modified-release tablets (Morningside),040702040BNACAE,200.0,131476.0,2629520.0
Osmanil 50micrograms/hour transdermal patches,0407020A0BLABAF,3.6,17818.0,6414480.0
Morphine hydrochloride 5mg/5ml inj ampoules,0407020P0AABCBC,5.0,156.0,1560.0
Papaveretum 40mg/1ml solution for injection ampoules,0407020ABAAAKAK,40.0,58.0,2320.0
Dolocodon PR 20mg tablets,0407020ADBIAAAG,20.0,56.0,2240.0
Durogesic DTrans_T/Derm Patch 50mcg,0407020A0BBAJAF,3.6,1223011.0,440283960.0
Fentalis Reservoir_T/Derm Patch100mcg/hr,0407020A0BGADAH,7.2,21272.0,15315840.0
Tilofyl_Patch 25mcg/hr,0407020A0BDAAAE,1.8,4131.0,743580.0
Morph/Cyclizine_Inj 10mg/50mg 1ml Amp,040702020AAAAAA,10.0,6276.0,125520.0
Oxycodone_Suppos 30mg,0407020Z0AAAAAA,30.0,195.0,11700.0
Sevredol_Oral Soln 10mg/5ml,0407020Q0BHAGCN,2.0,100.0,200.0
Migraleve Yellow tablets,0407010F0BXAAAA,8.0,3606593.0,2885274.4
Oxycodone 10mg/ml oral solution sugar free,0407020ADAAABAB,10.0,13764858.0,275297160.0
Targinact 5mg/2.5mg modified-release tablets,0407020AFBBACAC,5.0,1796929.0,17969290.0
Tradorec XL 100mg tablets,040702040BIAAAC,100.0,520858.0,5208580.0
Cyclimorph 10 solution for injection 1ml ampoules,040702020BBAAAA,10.0,33055.0,661100.0
Larapam SR 200mg tablets,040702040BGACAE,200.0,420.0,8400.0
Co-Codamol_Cap 15mg/500mg,0407010F0AAAVAV,15.0,20133801.0,30200701.5
Kapake_Tab 30mg/500mg,0407010F0BHAAAH,30.0,29380223.0,88140669.0
Morph Sulph_Inj 30mg/1ml Amp,0407020Q0AAADAD,30.0,221017.0,13261020.0
Nurofen Plus_Tab,1001010J0B4AKAY,12.8,395949.0,506814.72
Oxycodone HCl_Tab 5mg M/R,0407020ADAAAKAK,5.0,6982700.0,69827000.0
OxyNorm_Inj 50mg/ml 1ml Amp,0407020ADBBAHAN,50.0,29544.0,2954400.0
Victanyl_Transdermal Patch 75mcg/hr,0407020A0BMACAG,5.4,2673.0,1443420.0
Paracet/Dihydrocodeine_Tab 500mg/7.46mg,0407010N0AAAJAJ,7.46,5144.0,3837.42
Diamorph HCl_Liq Spec 200mg/5ml,0407020K0AAEQEQ,40.0,200.0,8000.0
Medocodene_Tab Eff 30mg/500mg,0407010F0BRABAF,30.0,84.0,252.0
Co-dydramol 10mg/500mg tablets,0407010N0AAAAAA,10.0,1573242197.0,1573242197.0
MST Continus 100mg tablets,0407020Q0BBADAH,100.0,6443457.0,644345700.0
Sevredol 20mg tablets,0407020Q0BHADCE,20.0,10277343.0,205546860.0
Morphine sulfate 60mg/2ml solution for injection ampoules,0407020Q0AAAMAM,60.0,132015.0,15841800.0
Pentazocine 50mg capsules,0407020T0AAAAAA,50.0,901211.0,16672403.5
Diamorphine 500mg powder for solution for injection ampoules,0407020K0AAAGAG,500.0,24321.0,36481500.0
Osmanil 75micrograms/hour transdermal patches,0407020A0BLACAG,5.4,9704.0,5240160.0
Fentanyl 400microgram buccal films sugar free,0407020A0AABUBU,0.4,845.0,60840.0
Cynril 400microgram loz with integral oromucosal applicator,0407020A0BWABAJ,0.4,948.0,37920.0
Synastone 50mg/2ml solution for injection ampoules,0407020M0BCACA6,50.0,10.0,1500.0
Co-Codamol_Cap 30mg/500mg,0407010F0AAADAD,30.0,554394627.0,1663183881.0
Co-Codamol_Tab 30mg/500mg,0407010F0AAAHAH,30.0,2305856753.0,6917570259.0
Codeine Phos_Tab 30mg,0407020C0AAAEAE,30.0,673110800.0,2019332400.0
Mezolar Matrix_TransdermalPatch 25mcg/hr,0407020A0BFABAE,1.8,228426.0,41116680.0
Tramulief SR_Tab 200mg,040702040BKACAE,200.0,1555364.0,31107280.0
Fentalis Reservoir_T/Derm Patch 25mcg/hr,0407020A0BGAAAE,1.8,42990.0,7738200.0
Methadone HCl_Cap 100mg,0407020M0AABMBM,100.0,7956.0,2386800.0
Mezolar Matrix 12micrograms/hour transdermal patches,0407020A0BFAAAU,0.864,1427271.0,123316214.4
Sevredol 10mg tablets,0407020Q0BHACCD,10.0,25243148.0,252431480.0
Relevtec 52.5micrograms/hour transdermal patches,0407020B0BPABAF,5.04,35073.0,17676792.0
Morphine sulfate 20mg/ml oral solution sugar free,0407020Q0AAA6A6,20.0,7840595.0,156811900.0
Lynlor 5mg capsules,0407020ADBHAAAC,5.0,4576732.0,45767320.0
Oxypro 60mg modified-release tablets,0407020ADBSAGAQ,60.0,228796.0,27455520.0
Diamorphine 10mg tablets,0407020K0AACBCB,10.0,1220170.0,12201700.0
Renocontin 40mg modified-release tablets,0407020ADBRAFAH,40.0,82395.0,6591600.0
Oramorph 10mg/5ml oral solution unit dose vials,0407020Q0BCAHCS,10.0,176.0,1760.0
Dihydrocodeine Tart_Tab 90mg M/R,0407020G0AAAEAE,90.0,7675171.0,69076539.0
Fentanyl_Loz 1.2mg,0407020A0AAANAN,1.2,127416.0,15289920.0
OxyContin_Tab 15mg M/R,0407020ADBCAIAS,15.0,464083.0,13922490.0
Diamorph HCl_Reefer 20mg,0407020K0AAEUEU,20.0,5992.0,119840.0
Physeptone_Inj 10mg/ml 5ml Amp,0407020M0BBAEAN,50.0,3173.0,475950.0
Invodol SR_Tab 200mg,040702040BTACAX,200.0,292.0,5840.0
Solpadeine Mig Ibuprofen/Codeine_Tab,1001010J0DGAAAY,12.8,3200.0,4096.0
Victanyl_Transdermal Patch 50mcg/hr,0407020A0BMABAF,3.6,4643.0,1671480.0
Morph HCl_Liq Spec 100mg/5ml,0407020P0AAAPAP,20.0,2980.0,59600.0
Dihydrocodeine Tart_Liq Spec 30mg/5ml,0407020G0AAAMAM,6.0,29510.0,17706.0
Paracodol_Tab Eff 8mg/500mg,0407010F0BBABAC,8.0,100.0,80.0
Morph Sulf_Suppos 100mg,0407020Q0AABPBP,100.0,12.0,1200.0
Morph Sulph_Inj 10mg/2ml Amp,0407020Q0AABCBC,10.0,250.0,5000.0
Instanyl_Nsl Spy 200mcg/0.1ml Ud (6D),0407020A0BNAGBQ,0.2,1840.0,58880.0
Morphine sulfate 10mg/1ml solution for injection ampoules,0407020Q0AAABAB,10.0,8291819.0,165836380.0
Oxycodone 5mg capsules,0407020ADAAACAC,5.0,27836433.0,278364330.0
Mezolar Matrix 100micrograms/hour transdermal patches,0407020A0BFAEAH,7.2,584629.0,420932880.0
Opiodur 25micrograms/hour transdermal patches (RX Farma),0407020A0BRAGAE,1.8,1510.0,271800.0
Oxyargin 40mg/20mg modified-release tablets,0407020AFBDADAD,40.0,336.0,26880.0
Pethidine 100mg/10ml solution for injection ampoules,0407020V0AAALAL,100.0,66.0,1584.0
Synastone 10mg/1ml solution for injection ampoules,0407020M0BCAAAV,10.0,14.0,420.0
Dihydrocodeine Tart_Tab 40mg,0407020G0AAAIAI,40.0,6543293.0,26173172.0
Physeptone_Tab 5mg,0407020M0BBAAAE,5.0,4299077.0,64486155.0
Zomorph_Cap 30mg,0407020Q0BKABEG,30.0,34683527.0,1040505810.0
Tramadol HCl_Cap 150mg M/R,040702040AAAIAI,150.0,9317880.0,139768200.0
Transtec_T/Derm Patch 52.5mcg/hr (30mg),0407020B0BDABAF,5.04,246066.0,124017264.0
Tradorec XL_Tab 200mg,040702040BIABAE,200.0,467924.0,9358480.0
Dromadol XL_Tab 200mg,040702040BEAFAE,200.0,30.0,600.0
Yemex 75micrograms/hour transdermal patches,0407020A0BVADAG,5.4,5237.0,2827980.0
Mabron 150mg modified-release tablets (Teva),040702040BHAEAD,150.0,23066.0,345990.0
Prenotrix 52.5micrograms/hour transdermal patches,0407020B0BJABAF,5.04,782.0,394128.0
Dromadol SR 200mg tablets,040702040BEADAE,200.0,3236.0,64720.0
Larapam SR 100mg tablets,040702040BGAAAC,100.0,345.0,3450.0
OxyContin_Tab 40mg M/R,0407020ADBCACAH,40.0,6405528.0,512442240.0
Tramquel SR_Cap 100mg,040702040BJABAH,100.0,159107.0,1591070.0
Oldaram_Tab 200mg M/R,040702040BQACAE,200.0,3770.0,75400.0
Gppe Tab_Syndol,0407010X0AAADAD,8.0,70.0,56.0
Codeine Phos_Liq Spec 60mg/5ml,0407020C0AAAVAV,12.0,200.0,240.0
Oramorph 10mg/5ml oral solution,0407020Q0BCAGCN,2.0,1575739122.5,3151478245.0
Tramadol 37.5mg / Paracetamol 325mg efferv tab sugar free,040702040AABABA,37.5,1105971.0,4147391.25
Oxycodone 80mg modified-release tablets,0407020ADAAAIAI,80.0,4255354.0,680856640.0
Morphine sulfate 60mg suppositories,0407020Q0AABNBN,60.0,63.0,3780.0
Co-Proxamol_Tab 32.5mg/325mg,0407010Q0AAAAAA,32.5,74977440.0,243676680.0
MXL_Cap 120mg,0407020Q0BIADDV,120.0,179818.0,21578160.0
Oxycodone HCl_Cap 5mg,0407020ADAAACAC,5.0,17953755.0,179537550.0
Synastone_Inj 50mg/ml 1ml Amp,0407020M0BCABAC,50.0,9766.0,1464900.0
Codipar_Cap 15mg/500mg,0407010F0BVABAV,15.0,288399.0,432598.5
Tapentadol HCl_Tab 150mg M/R,0407020AGAAAEAE,150.0,202970.0,12178200.0
Pethidine HCl_Liq Spec 25mg/5ml,0407020V0AAARAR,5.0,1860.0,930.0
Morph Sulph_Suppos 20mg,0407020Q0AACRCR,20.0,2018.0,40360.0
Methadone HCl_(S),0407020M0AAAFAF,,2260.0,
Morph Sulf_Inj 10mg/ml 1ml Pfs,0407020Q0AAFCFC,10.0,211.0,4220.0
Durogesic DTrans_Patch 25mcg,0407020A0BBAEAQ,1.8,75.0,13500.0
Diamorph HCl_Liq Spec 20mg/5ml,0407020K0AADFDF,4.0,2010.0,8040.0
Codeine Phos_Liq Spec 5mg/5ml,0407020C0AAAXAX,1.0,900.0,90.0
Morph Sulph_Suppos 50mg,0407020Q0AABVBV,50.0,192.0,9600.0
Morph Sulph_Liq Spec 2mg/5ml,0407020Q0AAFFFF,0.4,650.0,260.0
Bupeaze 35micrograms/hour transdermal patches,0407020B0BIAAAE,3.36,206187.0,69278832.0
Zamadol 24hr 400mg modified-release tablets,040702040BDAKAN,400.0,130205.0,5208200.0
Fentanyl 400micrograms/dose nasal spray,0407020A0AABPBP,1.6,118807.0,30414592.0
Prenotrix 70micrograms/hour transdermal patches,0407020B0BJACAG,6.72,560.0,376320.0
